taxon,Genus,Species,Phylum,Class,Order,Family,Lineage,rep_gene,n_pairs_P,median_delta_P,p_P,p_P_adj,q80_rel_P,iqr_P,sd_P,p_PH,p_PH_adj,cliffs_delta_PH,HL_P_ok_adapt,prev_baseline_P,median_a_P,Cohort,Sex,Status
25719, g__Faecalibacterium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__unclassified; 25719; FJ678787.1 gg_id:518372 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4017 pen 301; was positive STEC O157 clone 4-7I14, FJ678787.1 gg_id:518372 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4017 pen 301 was positive STEC O157 clone 4-7I14,5,-30.0,0.8125,0.9960878674785569,0.025601825101371767,197.0,435.3427168565015,1.0,1.0,0.0,True,1.0,14313.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
28181, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 28181; DQ905376.1 gg_id:168318 human fecal clone 013C-A6, DQ905376.1 gg_id:168318 human fecal clone 013C-A6,5,-162.0,1.0,1.0,0.03029034409496098,425.0,430.06758594434893,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,12498.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
25134, g__Faecalibacterium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__unclassified; 25134; FJ368893.1 gg_id:356750 feces adult twins and mothers; TS4 clone TS4_a01g09, FJ368893.1 gg_id:356750 feces adult twins and mothers TS4 clone TS4_a01g09,5,-110.0,0.8125,0.9960878674785569,0.047985497579847235,435.0,753.9925753480601,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,12849.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
42636, g__Enterococcus, s__unclassified, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Enterococcaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__unclassified; 42636; FJ481129.1 gg_id:552330 Enterococcus faecalis str. RSCQ0, FJ481129.1 gg_id:552330 Enterococcus faecalis str. RSCQ0,5,101.0,0.3125,0.9960878674785569,0.049103071506447556,507.0,546.2216234460147,1.0,1.0,0.0,True,1.0,13070.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
21649, g__Coprococcus, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__unclassified; 21649; AJ229203.1 gg_id:38211 anoxic bulk soil flooded rice microcosm clone BSV51, AJ229203.1 gg_id:38211 anoxic bulk soil flooded rice microcosm clone BSV51,5,396.0,0.1875,0.9960878674785569,0.0412029477781383,245.0,398.1146534354143,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,11799.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
70759, g__Anaerococcus, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiales Family XI. Incertae Sedis,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales Family XI. Incertae Sedis; g__Anaerococcus; s__unclassified; 70759; GQ094219.1 gg_id:411988 Topographical and Temporal Human Skin Microbiome skin alar crease clone nbw371c11c1, GQ094219.1 gg_id:411988 Topographical and Temporal Human Skin Microbiome skin alar crease clone nbw371c11c1,5,266.0,0.8125,0.9960878674785569,0.03245197902266643,463.0,418.2454833228926,1.0,1.0,0.0,True,1.0,11330.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
19232, g__Dorea, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__unclassified; 19232; DQ327584.1 gg_id:150493 Metagenomic gut microbiome healthy human stool clone EB69, DQ327584.1 gg_id:150493 Metagenomic gut microbiome healthy human stool clone EB69,5,-6.0,0.8125,0.9960878674785569,0.08832975051237285,885.0,929.2998623049506,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,11790.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
710, g__Pseudomonas, s__unclassified, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__unclassified; 710; AJ534672.1 gg_id:75843 ground water deep-well injection disposal site radioactive wastes Tomsk-7 clone S15A-MN7 proteobacterium, AJ534672.1 gg_id:75843 ground water deep-well injection disposal site radioactive wastes Tomsk-7 clone S15A-MN7 proteobacterium,5,209.0,0.8125,0.9960878674785569,0.03913445048367763,642.0,467.5210763163517,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,12494.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
58212, g__sfB, s__unclassified, p__Gemmatimonadetes, c__Gemmatimonadetes, o__unclassified, f__unclassified,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__unclassified; f__unclassified; g__sfB; s__unclassified; 58212; GQ346931.1 gg_id:591890 Metagenome versatile chemolithoautotroph expanding oceanic dead zones Saanich Inlet 100 m depth clone SGPZ560, GQ346931.1 gg_id:591890 Metagenome versatile chemolithoautotroph expanding oceanic dead zones Saanich Inlet 100 m depth clone SGPZ560,5,80.0,0.8125,0.9960878674785569,0.01490388842422503,289.0,170.34211552050186,0.9047619047619049,0.9769758883945736,0.1,True,1.0,12149.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
59850, g__unclassified, s__unclassified, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__unclassified; s__unclassified; 59850; EU048618.1 gg_id:240989 Microbial surface marine sediment Xisha Trough South China Sea clone MD2902-B11, EU048618.1 gg_id:240989 Microbial surface marine sediment Xisha Trough South China Sea clone MD2902-B11,5,170.0,0.625,0.9960878674785569,0.03100619542938359,231.0,276.4904127090124,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,11990.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
67991, g__Prevotella, s__unclassified, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__unclassified; 67991; DQ796978.1 gg_id:195574 human fecal clone RL386_aao85c07, DQ796978.1 gg_id:195574 human fecal clone RL386_aao85c07,5,-569.0,0.1875,0.9960878674785569,0.09113572847569208,684.0,555.470239706863,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,7087.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
16834, g__unclassified, s__unclassified, p__Proteobacteria, c__Gammaproteobacteria, o__Chromatiales, f__Sinobacteraceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__Sinobacteraceae; g__unclassified; s__unclassified; 16834; DQ297982.1 gg_id:142342 Microbial hydrocarbon contaminated soil clone UE4, DQ297982.1 gg_id:142342 Microbial hydrocarbon contaminated soil clone UE4,5,28.0,0.8125,0.9960878674785569,0.04355000287677373,499.0,538.9982392550091,0.9047619047619049,0.9769758883945736,0.1,True,1.0,12333.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
72821, g__Lactobacillus, s__unclassified, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__unclassified; 72821; EU074828.1 gg_id:243630 Lactobacillus plantarum str. TC41, EU074828.1 gg_id:243630 Lactobacillus plantarum str. TC41,5,61.0,1.0,1.0,0.032818029752003985,362.0,375.96067411366306,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,12640.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
18362, g__Clostridium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium; s__unclassified; 18362; DQ456402.1 gg_id:157112 pre-adolescent turkey cecum clone CFT214H8, DQ456402.1 gg_id:157112 pre-adolescent turkey cecum clone CFT214H8,5,-22.0,1.0,1.0,0.04110963788426466,520.0,571.2480262723014,1.0,1.0,0.0,True,1.0,12501.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
43275, g__unclassified, s__unclassified, p__Actinobacteria, c__Actinobacteria, o__Acidimicrobiales, f__wb1_P06,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__wb1_P06; g__unclassified; s__unclassified; 43275; FJ203322.1 gg_id:344834 and White Plague Disease-Induced Changes Caribbean Coral Montastraea faveolata diseased tissue clone SHFG742, FJ203322.1 gg_id:344834 and White Plague Disease-Induced Changes Caribbean Coral Montastraea faveolata diseased tissue clone SHFG742,5,-46.0,0.8125,0.9960878674785569,0.035770203559430766,335.0,363.0501327365134,1.0,1.0,0.0,True,1.0,10372.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
44399, g__Clostridium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__unclassified; 44399; AJ245413.1 gg_id:16236 Clostridium tertium str. ATCC 14573, AJ245413.1 gg_id:16236 Clostridium tertium str. ATCC 14573,5,116.0,0.125,0.9960878674785569,0.032186609030776164,246.0,266.42159972494716,1.0,1.0,0.0,True,1.0,12454.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
52382, g__sfA, s__unclassified, p__Armatimonadetes, c__5B-18, o__unclassified, f__unclassified,k__Bacteria; p__Armatimonadetes; c__5B-18; o__unclassified; f__unclassified; g__sfA; s__unclassified; 52382; EU335337.1 gg_id:241653 Changes microbial metabolic and along hydrogeochemically variable profile unsaturated B horizon soil aggregate clone BacB_092, EU335337.1 gg_id:241653 Changes microbial metabolic and along hydrogeochemically variable profile unsaturated B horizon soil aggregate clone BacB_092,5,-7.0,1.0,1.0,0.061417240316029534,201.0,662.1824627094861,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,12130.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
47903, g__sfA, s__unclassified, p__Firmicutes, c__Bacilli, o__unclassified, f__unclassified,k__Bacteria; p__Firmicutes; c__Bacilli; o__unclassified; f__unclassified; g__sfA; s__unclassified; 47903; AM500764.1 gg_id:536014 proof spatial heterogeneity hot composting clone E2, AM500764.1 gg_id:536014 proof spatial heterogeneity hot composting clone E2,5,381.0,0.3125,0.9960878674785569,0.06914539078350006,648.0,532.216348189343,0.9047619047619049,0.9769758883945736,0.1,True,1.0,10980.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
71086, g__Clostridium, s__Clostridium sordellii, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__Clostridium sordellii; 71086; FJ375832.1 gg_id:337750 and prevalence blaTEM genes polar bear feces clone PBF_c14, FJ375832.1 gg_id:337750 and prevalence blaTEM genes polar bear feces clone PBF_c14,5,-46.0,0.8125,0.9960878674785569,0.014379983718716032,195.0,206.24244645562175,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,13354.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
71332, g__Allobaculum, s__Allobaculum sp ID4, p__Tenericutes, c__Erysipelotrichi, o__Erysipelotrichales, f__Erysipelotrichaceae,k__Bacteria; p__Tenericutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Allobaculum; s__Allobaculum sp ID4; 71332; EU511348.1 gg_id:260083 cecal contents Mus musculus strain C57BL/6J; WD8 clone WD8_aak18g05, EU511348.1 gg_id:260083 cecal contents Mus musculus strain C57BL/6J WD8 clone WD8_aak18g05,5,54.0,0.3125,0.9960878674785569,0.007601558809164762,68.0,87.18583554683639,1.0,1.0,0.0,True,1.0,12585.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
43715, g__Enterococcus, s__Enterococcus lactis, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Enterococcaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus lactis; 43715; NZ_ACHL01000045.1 gg_id:470321 Enterococcus faecium str. TX1330, NZ_ACHL01000045.1 gg_id:470321 Enterococcus faecium str. TX1330,5,-24.0,0.8125,0.9960878674785569,0.07213054908741341,1131.0,826.7695482539254,1.0,1.0,0.0,True,1.0,12756.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
52534, g__S0208, s__unclassified, p__Chloroflexi, c__Anaerolineae, o__Anaerolineales, f__Anaerolinaceae,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolinaceae; g__S0208; s__unclassified; 52534; EU245378.1 gg_id:248966 Miniprimer new lens viewing world hypersaline microbial mat clone MAT-CR-H6-H09, EU245378.1 gg_id:248966 Miniprimer new lens viewing world hypersaline microbial mat clone MAT-CR-H6-H09,5,193.0,0.625,0.9960878674785569,0.04953552563505742,829.0,454.50781590639343,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,12189.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
16149, g__Succinivibrio, s__unclassified, p__Proteobacteria, c__Gammaproteobacteria, o__Aeromonadales, f__Succinivibrionaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Succinivibrionaceae; g__Succinivibrio; s__unclassified; 16149; FJ676890.1 gg_id:530694 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4225 pen 301; was negative STEC O157 clone 3-8O8, FJ676890.1 gg_id:530694 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4225 pen 301 was negative STEC O157 clone 3-8O8,5,-125.0,0.4375,0.9960878674785569,0.07091256784279526,547.0,664.6004589826883,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,11852.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
23151, g__Eubacterium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Eubacterium; s__unclassified; 23151; DQ810109.1 gg_id:186519 human fecal clone RL184_aao68b09, DQ810109.1 gg_id:186519 human fecal clone RL184_aao68b09,5,-129.0,0.625,0.9960878674785569,0.0564543123932745,973.0,681.9062569004628,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,12793.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
27035, g__Ruminococcus, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__unclassified; 27035; EU381595.1 gg_id:273843 Rumen eubacterial implicates Bacteroidetes major particulate phylum rumen liquid phase fistulated Holstein heifer clone L3B_B07, EU381595.1 gg_id:273843 Rumen eubacterial implicates Bacteroidetes major particulate phylum rumen liquid phase fistulated Holstein heifer clone L3B_B07,5,85.0,0.625,0.9960878674785569,0.0418419746338374,239.0,480.58977017826754,0.9047619047619049,0.9769758883945736,0.1,True,1.0,12378.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
25440, g__Faecalibacterium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__unclassified; 25440; EF401378.1 gg_id:210066 human fecal clone SJTU_D_09_55, EF401378.1 gg_id:210066 human fecal clone SJTU_D_09_55,5,123.0,1.0,1.0,0.03822680587372119,359.0,514.0410204643206,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,13605.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
27188, g__Ruminococcus, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__unclassified; 27188; EU469049.1 gg_id:298925 Speke's gazelle feces clone SP2_e03_1, EU469049.1 gg_id:298925 Speke's gazelle feces clone SP2_e03_1,5,-21.0,1.0,1.0,0.05188882992534388,170.0,564.902838796195,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,13102.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
43675, g__Enterococcus, s__unclassified, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Enterococcaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__unclassified; 43675; FJ378692.1 gg_id:362577 Enterococcus faecium str. HN-N37, FJ378692.1 gg_id:362577 Enterococcus faecium str. HN-N37,5,48.0,0.4375,0.9960878674785569,0.08646976787037691,990.0,859.5581998212803,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,12801.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
25359, g__Faecalibacterium, s__Faecalibacterium prausnitzii, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii; 25359; FJ678462.1 gg_id:525424 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4017 pen 301; was positive STEC O157 clone 4-5E17, FJ678462.1 gg_id:525424 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4017 pen 301 was positive STEC O157 clone 4-5E17,5,2.0,1.0,1.0,0.038553734304667145,380.0,557.8094702674024,1.0,1.0,0.0,True,1.0,13824.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
28317, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 28317; EU381964.1 gg_id:272169 Rumen eubacterial implicates Bacteroidetes major phylum rumen particulate phase fistulated Holstein heifer clone P5_C05, EU381964.1 gg_id:272169 Rumen eubacterial implicates Bacteroidetes major phylum rumen particulate phase fistulated Holstein heifer clone P5_C05,5,2.0,0.625,0.9960878674785569,0.08291960990830337,944.0,603.0779070070466,1.0,1.0,0.0,True,1.0,11104.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
75619, g__sfA, s__unclassified, p__Cyanobacteria, c__Chloroplast, o__unclassified, f__unclassified,k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__unclassified; f__unclassified; g__sfA; s__unclassified; 75619; AB355043.1 gg_id:242402 Monitoring and archaeal two heavy polluted areas lake Egypt based on surface water Manzallah Lake clone Hados.Water.Eubac.2, AB355043.1 gg_id:242402 Monitoring and archaeal two heavy polluted areas lake Egypt based on surface water Manzallah Lake clone Hados.Water.Eubac.2,5,351.0,0.1875,0.9960878674785569,0.03505180201014408,215.0,272.9372156375894,1.0,1.0,0.0,True,1.0,11005.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
71977, g__Lactobacillus, s__unclassified, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__unclassified; 71977; DQ141558.2 gg_id:138504 Lactobacillus plantarum str. HDRS1, DQ141558.2 gg_id:138504 Lactobacillus plantarum str. HDRS1,5,-167.0,0.8125,0.9960878674785569,0.062105642072171244,620.0,791.1727528169811,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,12852.0,FMF,Female,Placebo-resistant (STRICT-ADAPTIVE)
