taxon,Genus,Species,Phylum,Class,Order,Family,Lineage,rep_gene,n_pairs_H,median_delta_H,p_H,p_H_adj,q80_rel_H,iqr_H,sd_H,p_PH,p_PH_adj,cliffs_delta_PH,HL_H_ok_adapt,prev_baseline_H,median_a_H,Cohort,Sex,Status
16149, g__Succinivibrio, s__unclassified, p__Proteobacteria, c__Gammaproteobacteria, o__Aeromonadales, f__Succinivibrionaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Succinivibrionaceae; g__Succinivibrio; s__unclassified; 16149; FJ676890.1 gg_id:530694 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4225 pen 301; was negative STEC O157 clone 3-8O8, FJ676890.1 gg_id:530694 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4225 pen 301 was negative STEC O157 clone 3-8O8,9,275.0,0.5703125,1.0,0.07433995516612574,1067.0,1283.179265262652,0.8382564863858263,0.9581536201140475,0.06666666666666667,True,1.0,10842.0,Healthy,Male,Placebo-resistant (STRICT-ADAPTIVE)
67914, g__Prevotella, s__unclassified, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__unclassified; 67914; DQ801086.1 gg_id:192723 human fecal clone RL387_aao91h11, DQ801086.1 gg_id:192723 human fecal clone RL387_aao91h11,9,-269.0,0.8203125,1.0,0.24255893265890646,2117.0,1973.7368229607284,0.8382564863858263,0.9581536201140475,0.06666666666666667,True,1.0,12262.0,Healthy,Male,Placebo-resistant (STRICT-ADAPTIVE)
5548, g__Salmonella, s__Salmonella enterica, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Salmonella; s__Salmonella enterica; 5548; EF604417.1 gg_id:234591 Salmonella typhimurium Exploits Inflammation Compete Intestinal Microbiota mouse cecum clone 16saw49-2c06.p1k, EF604417.1 gg_id:234591 Salmonella typhimurium Exploits Inflammation Compete Intestinal Microbiota mouse cecum clone 16saw49-2c06.p1k,9,174.0,0.65234375,1.0,0.11979470636191525,1474.0,1159.3860697417022,0.8382564863858263,0.9581536201140475,0.06666666666666667,True,1.0,11298.0,Healthy,Male,Placebo-resistant (STRICT-ADAPTIVE)
25287, g__Faecalibacterium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__unclassified; 25287; DQ804507.1 gg_id:186014 human fecal clone RL187_aao69a03, DQ804507.1 gg_id:186014 human fecal clone RL187_aao69a03,9,17.0,1.0,1.0,0.04254563306592209,444.0,573.1518625983867,0.8382564863858263,0.9581536201140475,0.06666666666666667,True,1.0,13661.0,Healthy,Male,Placebo-resistant (STRICT-ADAPTIVE)
26551, g__Faecalibacterium, s__Faecalibacterium prausnitzii, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii; 26551; FJ362934.1 gg_id:356892 feces adult twins and mothers; TS13 clone TS13_a04h10, FJ362934.1 gg_id:356892 feces adult twins and mothers TS13 clone TS13_a04h10,9,-39.0,1.0,1.0,0.09647512248843787,759.0,778.6729061108465,0.7133031738784577,0.9207147820005681,0.1111111111111111,True,1.0,13086.0,Healthy,Male,Placebo-resistant (STRICT-ADAPTIVE)
56592, g__Desulfovibrio, s__Desulfovibrio magneticus, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfovibrionales, f__Desulfovibrionaceae,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; s__Desulfovibrio magneticus; 56592; AP010904.1 gg_id:384156 Desulfovibrio magneticus str. RS-1, AP010904.1 gg_id:384156 Desulfovibrio magneticus str. RS-1,9,45.0,0.5703125,1.0,0.09992322239501066,649.0,753.8033611257279,0.8382564863858263,0.9581536201140475,0.06666666666666667,True,1.0,10933.0,Healthy,Male,Placebo-resistant (STRICT-ADAPTIVE)
51414, g__sfB, s__unclassified, p__Acidobacteria, c__Chloracidobacteria, o__unclassified, f__unclassified,k__Bacteria; p__Acidobacteria; c__Chloracidobacteria; o__unclassified; f__unclassified; g__sfB; s__unclassified; 51414; FJ466180.1 gg_id:566535 and carbon monoxide-oxidizing across successional on recent Hawaiian 1959 Kilauea volcanic deposit clone C21, FJ466180.1 gg_id:566535 and carbon monoxide-oxidizing across successional on recent Hawaiian 1959 Kilauea volcanic deposit clone C21,9,271.0,0.42578125,1.0,0.08010791362144717,835.0,836.7701197129618,0.7133031738784577,0.9207147820005681,-0.1111111111111111,True,1.0,12145.0,Healthy,Male,Placebo-resistant (STRICT-ADAPTIVE)
67863, g__Prevotella, s__unclassified, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__unclassified; 67863; GQ491551.1 gg_id:570360 Effect Diet on Human Gut Microbiome: Metagenomic Humanized Gnotobiotic Mice cecal contents Mus musculus strain C57BL/6J; PM1 clone PM1_a04e05, GQ491551.1 gg_id:570360 Effect Diet on Human Gut Microbiome: Metagenomic Humanized Gnotobiotic Mice cecal contents Mus musculus strain C57BL/6J PM1 clone PM1_a04e05,9,-81.0,0.91015625,1.0,0.06989831534959777,779.0,980.0514184016628,0.7133031738784577,0.9207147820005681,0.1111111111111111,True,1.0,12950.0,Healthy,Male,Placebo-resistant (STRICT-ADAPTIVE)
50947, g__Veillonella, s__Veillonella parvula, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__Veillonella parvula; 50947; FJ557333.1 gg_id:518743 Survey Approach Assess Endotracheal Tube Biofilms and their Origins biofilm extubated endotracheal tube ICU patient clone ET_B_3c08, FJ557333.1 gg_id:518743 Survey Approach Assess Endotracheal Tube Biofilms and their Origins biofilm extubated endotracheal tube ICU patient clone ET_B_3c08,9,330.0,0.5703125,1.0,0.08510019638696961,1582.0,1062.3342797401915,1.0,1.0,0.0,True,1.0,11826.0,Healthy,Male,Placebo-resistant (STRICT-ADAPTIVE)
68737, g__Candidatus Azobacteroides, s__unclassified, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Candidatus Azobacteroides; s__unclassified; 68737; AB299533.1 gg_id:243363 Motility Symbiont Termite Gut Flagellate Caduceia versatilis Member 'Synergistes' Group termite gut homogenate clone Cc3-005, AB299533.1 gg_id:243363 Motility Symbiont Termite Gut Flagellate Caduceia versatilis Member 'Synergistes' Group termite gut homogenate clone Cc3-005,9,250.0,0.1640625,1.0,0.11712564177297491,1021.0,807.0150069925039,0.967435545139537,0.9928887934220945,0.022222222222222223,True,1.0,9345.0,Healthy,Male,Placebo-resistant (STRICT-ADAPTIVE)
28317, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 28317; EU381964.1 gg_id:272169 Rumen eubacterial implicates Bacteroidetes major phylum rumen particulate phase fistulated Holstein heifer clone P5_C05, EU381964.1 gg_id:272169 Rumen eubacterial implicates Bacteroidetes major phylum rumen particulate phase fistulated Holstein heifer clone P5_C05,9,-187.0,0.8203125,1.0,0.154332634336964,1807.0,1070.8473636849983,0.8382564863858263,0.9581536201140475,-0.06666666666666667,True,1.0,11044.0,Healthy,Male,Placebo-resistant (STRICT-ADAPTIVE)
45998, g__Staphylococcus, s__Staphylococcus epidermidis, p__Firmicutes, c__Bacilli, o__Bacillales, f__Staphylococcaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus epidermidis; 45998; GQ002082.1 gg_id:507580 Topographical and Temporal Human Skin Microbiome skin axillary vault clone nbu167e01c1, GQ002082.1 gg_id:507580 Topographical and Temporal Human Skin Microbiome skin axillary vault clone nbu167e01c1,9,39.0,1.0,1.0,0.04695220104849602,806.0,536.8077111964767,0.967435545139537,0.9928887934220945,0.022222222222222223,True,1.0,13132.0,Healthy,Male,Placebo-resistant (STRICT-ADAPTIVE)
19663, g__Lachnospira, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__unclassified; 19663; DQ806710.1 gg_id:199421 human fecal clone RL186_aao47g12, DQ806710.1 gg_id:199421 human fecal clone RL186_aao47g12,9,-37.0,0.734375,1.0,0.09207383519639428,1396.0,878.5986764792622,0.8382564863858263,0.9581536201140475,0.06666666666666667,True,1.0,12789.0,Healthy,Male,Placebo-resistant (STRICT-ADAPTIVE)
67383, g__Prevotella, s__unclassified, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__unclassified; 67383; GQ493799.1 gg_id:560836 Effect Diet on Human Gut Microbiome: Metagenomic Humanized Gnotobiotic Mice cecal contents Mus musculus strain C57BL/6J; PM9 clone PM9_a02e07, GQ493799.1 gg_id:560836 Effect Diet on Human Gut Microbiome: Metagenomic Humanized Gnotobiotic Mice cecal contents Mus musculus strain C57BL/6J PM9 clone PM9_a02e07,9,101.0,0.734375,1.0,0.11166791537106642,1270.0,1412.9983681519238,0.7750513736700824,0.9376534160753778,0.08888888888888889,True,1.0,13697.0,Healthy,Male,Placebo-resistant (STRICT-ADAPTIVE)
55309, g__Akkermansia, s__unclassified, p__Verrucomicrobia, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Verrucomicrobiaceae,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__unclassified; 55309; EU006176.1 gg_id:255048 Salmonella enterica serovar typhimurium exploits inflammation compete intestinal microbiota fecal clone 16saw20-1g03.p1k, EU006176.1 gg_id:255048 Salmonella enterica serovar typhimurium exploits inflammation compete intestinal microbiota fecal clone 16saw20-1g03.p1k,9,472.0,0.5703125,1.0,0.13573524770477982,1255.0,1175.3355913005348,0.6533789106936937,0.9002109436224224,0.13333333333333333,True,1.0,12866.0,Healthy,Male,Placebo-resistant (STRICT-ADAPTIVE)
67621, g__Prevotella, s__unclassified, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__unclassified; 67621; FJ679778.1 gg_id:528866 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4017 pen 301; was positive STEC O157 clone 4-2P4, FJ679778.1 gg_id:528866 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4017 pen 301 was positive STEC O157 clone 4-2P4,9,-139.0,1.0,1.0,0.1677592072536557,1753.0,1226.9927686828478,0.6533789106936937,0.9002109436224224,0.13333333333333333,True,1.0,13103.0,Healthy,Male,Placebo-resistant (STRICT-ADAPTIVE)
24819, g__Faecalibacterium, s__Faecalibacterium prausnitzii, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii; 24819; FJ676481.1 gg_id:509521 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4225 pen 301; was negative STEC O157 clone 3-7J13, FJ676481.1 gg_id:509521 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4225 pen 301 was negative STEC O157 clone 3-7J13,9,-59.0,0.65234375,1.0,0.060023788243139434,553.0,844.9965563111946,1.0,1.0,0.0,True,1.0,12485.0,Healthy,Male,Placebo-resistant (STRICT-ADAPTIVE)
1083, g__unclassified, s__unclassified, p__Proteobacteria, c__Gammaproteobacteria, o__Chromatiales, f__Chromatiaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__Chromatiaceae; g__unclassified; s__unclassified; 1083; AY225634.1 gg_id:95183 Mid-Atlantic Ridge hydrothermal sediment clone AT-s26, AY225634.1 gg_id:95183 Mid-Atlantic Ridge hydrothermal sediment clone AT-s26,9,411.0,0.203125,1.0,0.07608188342616157,863.0,680.1570036722729,0.9025232501776794,0.9754023282151151,-0.044444444444444446,True,1.0,12041.0,Healthy,Male,Placebo-resistant (STRICT-ADAPTIVE)
27346, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 27346; DQ796105.1 gg_id:174738 human fecal clone RL202_aai51e12, DQ796105.1 gg_id:174738 human fecal clone RL202_aai51e12,9,-201.0,0.65234375,1.0,0.10131123746011446,1129.0,968.5203064010126,0.7750513736700824,0.9376534160753778,0.08888888888888889,True,1.0,12310.0,Healthy,Male,Placebo-resistant (STRICT-ADAPTIVE)
50707, g__Veillonella, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__unclassified; 50707; GQ005607.1 gg_id:504056 Topographical and Temporal Human Skin Microbiome skin external auditory canal clone nbu94f03c1, GQ005607.1 gg_id:504056 Topographical and Temporal Human Skin Microbiome skin external auditory canal clone nbu94f03c1,9,71.0,0.65234375,1.0,0.06207319943979972,662.0,619.4795886154049,0.967435545139537,0.9928887934220945,0.022222222222222223,True,1.0,13318.0,Healthy,Male,Placebo-resistant (STRICT-ADAPTIVE)
25330, g__Faecalibacterium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__unclassified; 25330; DQ797650.1 gg_id:192042 human fecal clone RL206_aaj14c03, DQ797650.1 gg_id:192042 human fecal clone RL206_aaj14c03,9,76.0,0.734375,1.0,0.02061753504824347,288.0,522.5425962009647,1.0,1.0,0.0,True,1.0,13682.0,Healthy,Male,Placebo-resistant (STRICT-ADAPTIVE)
49564, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 49564; GU455260.1 gg_id:523387 Understanding short-chain fatty acids accumulation enhanced alkaline digestion: kinetics microbiology anaerobic fermentation reactor waste activated sludge thermophilic and pH 8.0 clone thermophilic_alkaline-20, GU455260.1 gg_id:523387 Understanding short-chain fatty acids accumulation enhanced alkaline digestion: kinetics microbiology anaerobic fermentation reactor waste activated sludge thermophilic and pH 8.0 clone thermophilic_alkaline-20,9,239.0,0.25,1.0,0.04089858241288422,571.0,477.6019108001977,0.7131829113892982,0.9207147820005681,-0.1111111111111111,True,1.0,13176.0,Healthy,Male,Placebo-resistant (STRICT-ADAPTIVE)
19554, g__Clostridium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium; s__unclassified; 19554; EU767569.1 gg_id:311176 Pervasive effects antibiotic on human gut microbiota deep sequencing fecal clone C3_426, EU767569.1 gg_id:311176 Pervasive effects antibiotic on human gut microbiota deep sequencing fecal clone C3_426,9,89.0,0.91015625,1.0,0.08567123702764724,1411.0,1044.6095320262016,0.8382564863858263,0.9581536201140475,0.06666666666666667,True,1.0,11813.0,Healthy,Male,Placebo-resistant (STRICT-ADAPTIVE)
