taxon,Genus,Species,Phylum,Class,Order,Family,Lineage,rep_gene,n_pairs_H,median_delta_H,p_H,p_H_adj,q80_rel_H,iqr_H,sd_H,p_PH,p_PH_adj,cliffs_delta_PH,HL_H_ok_adapt,prev_baseline_H,median_a_H,Cohort,Sex,Status
59850, g__unclassified, s__unclassified, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__unclassified; s__unclassified; 59850; EU048618.1 gg_id:240989 Microbial surface marine sediment Xisha Trough South China Sea clone MD2902-B11, EU048618.1 gg_id:240989 Microbial surface marine sediment Xisha Trough South China Sea clone MD2902-B11,4,241.5,0.875,1.0,0.09187031515517641,1013.295,898.5972187433774,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,11145.0,Healthy,Female,Placebo-resistant (STRICT-ADAPTIVE)
67991, g__Prevotella, s__unclassified, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__unclassified; 67991; DQ796978.1 gg_id:195574 human fecal clone RL386_aao85c07, DQ796978.1 gg_id:195574 human fecal clone RL386_aao85c07,4,-192.0,0.875,1.0,0.1265444367471509,1990.8774999999998,1357.2182993258673,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,11142.5,Healthy,Female,Placebo-resistant (STRICT-ADAPTIVE)
16834, g__unclassified, s__unclassified, p__Proteobacteria, c__Gammaproteobacteria, o__Chromatiales, f__Sinobacteraceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__Sinobacteraceae; g__unclassified; s__unclassified; 16834; DQ297982.1 gg_id:142342 Microbial hydrocarbon contaminated soil clone UE4, DQ297982.1 gg_id:142342 Microbial hydrocarbon contaminated soil clone UE4,4,-237.5,0.625,1.0,0.05972387992036052,682.4675,603.7923457820577,0.9047619047619049,0.9769758883945736,0.1,True,1.0,11621.5,Healthy,Female,Placebo-resistant (STRICT-ADAPTIVE)
72821, g__Lactobacillus, s__unclassified, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__unclassified; 72821; EU074828.1 gg_id:243630 Lactobacillus plantarum str. TC41, EU074828.1 gg_id:243630 Lactobacillus plantarum str. TC41,4,-18.5,0.875,1.0,0.06684884321068253,421.06999999999994,807.3340406547959,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,12079.0,Healthy,Female,Placebo-resistant (STRICT-ADAPTIVE)
18362, g__Clostridium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium; s__unclassified; 18362; DQ456402.1 gg_id:157112 pre-adolescent turkey cecum clone CFT214H8, DQ456402.1 gg_id:157112 pre-adolescent turkey cecum clone CFT214H8,4,15.5,0.875,1.0,0.09417183894096486,1093.9225,1107.9965851444067,1.0,1.0,0.0,True,1.0,12521.0,Healthy,Female,Placebo-resistant (STRICT-ADAPTIVE)
43275, g__unclassified, s__unclassified, p__Actinobacteria, c__Actinobacteria, o__Acidimicrobiales, f__wb1_P06,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__wb1_P06; g__unclassified; s__unclassified; 43275; FJ203322.1 gg_id:344834 and White Plague Disease-Induced Changes Caribbean Coral Montastraea faveolata diseased tissue clone SHFG742, FJ203322.1 gg_id:344834 and White Plague Disease-Induced Changes Caribbean Coral Montastraea faveolata diseased tissue clone SHFG742,4,58.5,0.875,1.0,0.24109268926153193,1246.1024999999997,1901.754913606114,1.0,1.0,0.0,True,1.0,8829.0,Healthy,Female,Placebo-resistant (STRICT-ADAPTIVE)
44399, g__Clostridium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__unclassified; 44399; AJ245413.1 gg_id:16236 Clostridium tertium str. ATCC 14573, AJ245413.1 gg_id:16236 Clostridium tertium str. ATCC 14573,4,304.0,0.625,1.0,0.07622239986945376,906.0999999999999,798.7716394773498,1.0,1.0,0.0,True,1.0,11917.0,Healthy,Female,Placebo-resistant (STRICT-ADAPTIVE)
52382, g__sfA, s__unclassified, p__Armatimonadetes, c__5B-18, o__unclassified, f__unclassified,k__Bacteria; p__Armatimonadetes; c__5B-18; o__unclassified; f__unclassified; g__sfA; s__unclassified; 52382; EU335337.1 gg_id:241653 Changes microbial metabolic and along hydrogeochemically variable profile unsaturated B horizon soil aggregate clone BacB_092, EU335337.1 gg_id:241653 Changes microbial metabolic and along hydrogeochemically variable profile unsaturated B horizon soil aggregate clone BacB_092,4,-67.0,1.0,1.0,0.12323754914058455,1068.86,1261.0279800226479,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,12011.5,Healthy,Female,Placebo-resistant (STRICT-ADAPTIVE)
47903, g__sfA, s__unclassified, p__Firmicutes, c__Bacilli, o__unclassified, f__unclassified,k__Bacteria; p__Firmicutes; c__Bacilli; o__unclassified; f__unclassified; g__sfA; s__unclassified; 47903; AM500764.1 gg_id:536014 proof spatial heterogeneity hot composting clone E2, AM500764.1 gg_id:536014 proof spatial heterogeneity hot composting clone E2,4,267.5,0.875,1.0,0.12633439763547483,1097.1225,1293.6230360599645,0.9047619047619049,0.9769758883945736,0.1,True,1.0,10355.5,Healthy,Female,Placebo-resistant (STRICT-ADAPTIVE)
71086, g__Clostridium, s__Clostridium sordellii, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__Clostridium sordellii; 71086; FJ375832.1 gg_id:337750 and prevalence blaTEM genes polar bear feces clone PBF_c14, FJ375832.1 gg_id:337750 and prevalence blaTEM genes polar bear feces clone PBF_c14,4,114.0,0.625,1.0,0.05183666156789508,360.53499999999997,607.0959120819927,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,13057.5,Healthy,Female,Placebo-resistant (STRICT-ADAPTIVE)
71332, g__Allobaculum, s__Allobaculum sp ID4, p__Tenericutes, c__Erysipelotrichi, o__Erysipelotrichales, f__Erysipelotrichaceae,k__Bacteria; p__Tenericutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Allobaculum; s__Allobaculum sp ID4; 71332; EU511348.1 gg_id:260083 cecal contents Mus musculus strain C57BL/6J; WD8 clone WD8_aak18g05, EU511348.1 gg_id:260083 cecal contents Mus musculus strain C57BL/6J WD8 clone WD8_aak18g05,4,64.5,0.625,1.0,0.0847649644945161,996.8799999999999,1002.6475997910064,1.0,1.0,0.0,True,1.0,13045.5,Healthy,Female,Placebo-resistant (STRICT-ADAPTIVE)
43715, g__Enterococcus, s__Enterococcus lactis, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Enterococcaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus lactis; 43715; NZ_ACHL01000045.1 gg_id:470321 Enterococcus faecium str. TX1330, NZ_ACHL01000045.1 gg_id:470321 Enterococcus faecium str. TX1330,4,192.5,0.875,1.0,0.133106553546878,1188.3649999999998,1340.2079426094044,1.0,1.0,0.0,True,1.0,12239.5,Healthy,Female,Placebo-resistant (STRICT-ADAPTIVE)
52534, g__S0208, s__unclassified, p__Chloroflexi, c__Anaerolineae, o__Anaerolineales, f__Anaerolinaceae,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolinaceae; g__S0208; s__unclassified; 52534; EU245378.1 gg_id:248966 Miniprimer new lens viewing world hypersaline microbial mat clone MAT-CR-H6-H09, EU245378.1 gg_id:248966 Miniprimer new lens viewing world hypersaline microbial mat clone MAT-CR-H6-H09,4,329.0,0.625,1.0,0.09657918325939081,1311.4875000000002,827.2741221374771,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,11518.0,Healthy,Female,Placebo-resistant (STRICT-ADAPTIVE)
16149, g__Succinivibrio, s__unclassified, p__Proteobacteria, c__Gammaproteobacteria, o__Aeromonadales, f__Succinivibrionaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Succinivibrionaceae; g__Succinivibrio; s__unclassified; 16149; FJ676890.1 gg_id:530694 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4225 pen 301; was negative STEC O157 clone 3-8O8, FJ676890.1 gg_id:530694 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4225 pen 301 was negative STEC O157 clone 3-8O8,4,-224.5,0.875,1.0,0.14051265550223896,810.3824999999998,1429.3219748858776,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,12422.0,Healthy,Female,Placebo-resistant (STRICT-ADAPTIVE)
23151, g__Eubacterium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Eubacterium; s__unclassified; 23151; DQ810109.1 gg_id:186519 human fecal clone RL184_aao68b09, DQ810109.1 gg_id:186519 human fecal clone RL184_aao68b09,4,144.5,0.875,1.0,0.18995641887294976,1334.1674999999998,1844.3126585510565,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,11795.0,Healthy,Female,Placebo-resistant (STRICT-ADAPTIVE)
27035, g__Ruminococcus, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__unclassified; 27035; EU381595.1 gg_id:273843 Rumen eubacterial implicates Bacteroidetes major particulate phylum rumen liquid phase fistulated Holstein heifer clone L3B_B07, EU381595.1 gg_id:273843 Rumen eubacterial implicates Bacteroidetes major particulate phylum rumen liquid phase fistulated Holstein heifer clone L3B_B07,4,256.5,0.875,1.0,0.06421465434242712,877.1899999999999,695.0438664573625,0.9047619047619049,0.9769758883945736,0.1,True,1.0,12129.0,Healthy,Female,Placebo-resistant (STRICT-ADAPTIVE)
25440, g__Faecalibacterium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__unclassified; 25440; EF401378.1 gg_id:210066 human fecal clone SJTU_D_09_55, EF401378.1 gg_id:210066 human fecal clone SJTU_D_09_55,4,88.5,0.875,1.0,0.07695425498461254,730.7174999999999,919.3817987240119,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,13365.0,Healthy,Female,Placebo-resistant (STRICT-ADAPTIVE)
27188, g__Ruminococcus, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__unclassified; 27188; EU469049.1 gg_id:298925 Speke's gazelle feces clone SP2_e03_1, EU469049.1 gg_id:298925 Speke's gazelle feces clone SP2_e03_1,4,74.5,0.875,1.0,0.07854958593083844,717.3274999999999,902.5233651776924,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,13465.0,Healthy,Female,Placebo-resistant (STRICT-ADAPTIVE)
43675, g__Enterococcus, s__unclassified, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Enterococcaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__unclassified; 43675; FJ378692.1 gg_id:362577 Enterococcus faecium str. HN-N37, FJ378692.1 gg_id:362577 Enterococcus faecium str. HN-N37,4,301.5,0.625,1.0,0.1434153473650416,1137.6,1400.682173989993,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,12237.5,Healthy,Female,Placebo-resistant (STRICT-ADAPTIVE)
25359, g__Faecalibacterium, s__Faecalibacterium prausnitzii, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii; 25359; FJ678462.1 gg_id:525424 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4017 pen 301; was positive STEC O157 clone 4-5E17, FJ678462.1 gg_id:525424 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4017 pen 301 was positive STEC O157 clone 4-5E17,4,-73.5,1.0,1.0,0.05630554154390081,651.045,784.2730723840175,1.0,1.0,0.0,True,1.0,14261.5,Healthy,Female,Placebo-resistant (STRICT-ADAPTIVE)
28317, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 28317; EU381964.1 gg_id:272169 Rumen eubacterial implicates Bacteroidetes major phylum rumen particulate phase fistulated Holstein heifer clone P5_C05, EU381964.1 gg_id:272169 Rumen eubacterial implicates Bacteroidetes major phylum rumen particulate phase fistulated Holstein heifer clone P5_C05,4,362.0,0.875,1.0,0.08954924755538542,979.8725,935.689272902602,1.0,1.0,0.0,True,1.0,11543.0,Healthy,Female,Placebo-resistant (STRICT-ADAPTIVE)
75619, g__sfA, s__unclassified, p__Cyanobacteria, c__Chloroplast, o__unclassified, f__unclassified,k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__unclassified; f__unclassified; g__sfA; s__unclassified; 75619; AB355043.1 gg_id:242402 Monitoring and archaeal two heavy polluted areas lake Egypt based on surface water Manzallah Lake clone Hados.Water.Eubac.2, AB355043.1 gg_id:242402 Monitoring and archaeal two heavy polluted areas lake Egypt based on surface water Manzallah Lake clone Hados.Water.Eubac.2,4,225.0,0.625,1.0,0.10455501555492758,826.2149999999999,957.1424198101346,1.0,1.0,0.0,True,1.0,11214.0,Healthy,Female,Placebo-resistant (STRICT-ADAPTIVE)
71977, g__Lactobacillus, s__unclassified, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__unclassified; 71977; DQ141558.2 gg_id:138504 Lactobacillus plantarum str. HDRS1, DQ141558.2 gg_id:138504 Lactobacillus plantarum str. HDRS1,4,-223.0,0.875,1.0,0.10834036500665659,666.5549999999998,1200.5017257102684,0.9047619047619049,0.9769758883945736,-0.1,True,1.0,11867.0,Healthy,Female,Placebo-resistant (STRICT-ADAPTIVE)
